Date,Time,Day Name,Number of Payments,Number of Violations,Violation Perc.,Traffic,Facility,Peak Hour,Revenues Class
4/6/2025,17:00,Sunday,2237,70,3.03%,2307,Lincoln,Yes,Medium
4/6/2025,13:00,Sunday,2308,95,3.95%,2403,Holland,Yes,Medium
4/6/2025,10:00,Sunday,2386,72,2.93%,2458,Goethals,No,Medium
4/6/2025,18:00,Sunday,2176,76,3.37%,2252,Lincoln,Yes,Medium
4/6/2025,6:00,Sunday,1457,57,3.76%,1514,GWB,No,Medium
4/6/2025,18:00,Sunday,2181,109,4.76%,2290,Holland,Yes,Medium
4/6/2025,22:00,Sunday,2068,95,4.39%,2163,Goethals,No,Medium
4/6/2025,14:00,Sunday,2090,55,2.56%,2145,Lincoln,Yes,Medium
4/6/2025,16:00,Sunday,2036,43,2.07%,2079,Outerbridge,Yes,Medium
4/6/2025,9:00,Sunday,2010,67,3.23%,2077,Goethals,No,Medium
4/6/2025,10:00,Sunday,2203,70,3.08%,2273,Lincoln,No,Medium
4/6/2025,20:00,Sunday,1894,43,2.22%,1937,Outerbridge,Yes,Medium
4/6/2025,19:00,Sunday,1969,91,4.42%,2060,Holland,Yes,Medium
4/6/2025,20:00,Sunday,1795,80,4.27%,1875,Lincoln,Yes,Medium
4/6/2025,10:00,Sunday,2215,91,3.95%,2306,Holland,No,Medium
4/6/2025,19:00,Sunday,1852,64,3.34%,1916,Lincoln,Yes,Medium
4/6/2025,1:00,Sunday,1279,61,4.55%,1340,GWB,No,Medium
4/6/2025,22:00,Sunday,2191,125,5.40%,2316,GWB,No,Medium
4/6/2025,2:00,Sunday,1031,40,3.73%,1071,GWB,No,Medium
4/6/2025,21:00,Sunday,1785,80,4.29%,1865,Holland,Yes,Medium
4/6/2025,21:00,Sunday,1636,69,4.05%,1705,Lincoln,Yes,Medium
4/6/2025,21:00,Sunday,1669,45,2.63%,1714,Outerbridge,Yes,Medium
4/6/2025,9:00,Sunday,2004,82,3.93%,2086,Holland,No,Medium
4/6/2025,8:00,Sunday,2067,81,3.77%,2148,GWB,No,Medium
4/6/2025,23:00,Sunday,1537,60,3.76%,1597,Goethals,No,Medium
4/6/2025,20:00,Sunday,1777,80,4.31%,1857,Holland,Yes,Medium
4/6/2025,5:00,Sunday,855,41,4.58%,896,GWB,No,Medium
4/6/2025,10:00,Sunday,1911,47,2.40%,1958,Outerbridge,No,Medium
4/6/2025,9:00,Sunday,1838,48,2.55%,1886,Lincoln,No,Medium
4/6/2025,4:00,Sunday,716,35,4.66%,751,GWB,No,Medium
4/6/2025,8:00,Sunday,1823,69,3.65%,1892,Holland,No,Medium
4/6/2025,3:00,Sunday,781,52,6.24%,833,GWB,No,Medium
4/6/2025,8:00,Sunday,1581,59,3.60%,1640,Lincoln,No,Medium
4/6/2025,9:00,Sunday,1580,34,2.11%,1614,Outerbridge,No,Medium
4/6/2025,7:00,Sunday,1658,68,3.94%,1726,GWB,No,Medium
4/6/2025,0:00,Sunday,1352,44,3.15%,1396,Goethals,No,Medium
4/6/2025,22:00,Sunday,1565,75,4.57%,1640,Holland,No,Medium
4/6/2025,8:00,Sunday,1305,49,3.62%,1354,Goethals,No,Medium
4/6/2025,22:00,Sunday,1333,59,4.24%,1392,Lincoln,No,Medium
4/6/2025,0:00,Sunday,1515,74,4.66%,1589,GWB,No,Medium
4/6/2025,22:00,Sunday,1315,49,3.59%,1364,Outerbridge,No,Low
4/6/2025,6:00,Sunday,1362,58,4.08%,1420,GWB,No,Low
4/6/2025,7:00,Sunday,1238,41,3.21%,1279,Lincoln,No,Low
4/6/2025,7:00,Sunday,1296,67,4.92%,1363,Holland,No,Low
4/6/2025,6:00,Sunday,1197,54,4.32%,1251,Lincoln,No,Low
4/6/2025,23:00,Sunday,1309,89,6.37%,1398,GWB,No,Low
4/6/2025,0:00,Sunday,1248,65,4.95%,1313,Holland,No,Low
4/6/2025,7:00,Sunday,1054,30,2.77%,1084,Goethals,No,Low
4/6/2025,23:00,Sunday,1018,42,3.96%,1060,Lincoln,No,Low
4/6/2025,23:00,Sunday,944,25,2.58%,969,Outerbridge,No,Low
4/6/2025,8:00,Sunday,1092,32,2.85%,1124,Outerbridge,No,Low
4/6/2025,0:00,Sunday,1061,38,3.46%,1099,Lincoln,No,Low
4/6/2025,1:00,Sunday,836,29,3.35%,865,Goethals,No,Low
4/6/2025,6:00,Sunday,797,33,3.98%,830,Goethals,No,Low
4/6/2025,6:00,Sunday,1040,52,4.76%,1092,Holland,No,Low
4/6/2025,0:00,Sunday,938,25,2.60%,963,Outerbridge,No,Low
4/6/2025,16:00,Sunday,866,24,2.70%,890,Bayonne,Yes,Low
4/6/2025,1:00,Sunday,987,51,4.91%,1038,Holland,No,Low
4/6/2025,1:00,Sunday,949,59,5.85%,1008,GWB,No,Low
4/6/2025,17:00,Sunday,777,27,3.36%,804,Bayonne,Yes,Low
4/6/2025,2:00,Sunday,591,26,4.21%,617,Goethals,No,Low
4/6/2025,7:00,Sunday,806,22,2.66%,828,Outerbridge,No,Low
4/6/2025,18:00,Sunday,734,21,2.78%,755,Bayonne,Yes,Low
4/6/2025,23:00,Sunday,844,50,5.59%,894,Holland,No,Low
4/6/2025,5:00,Sunday,571,19,3.22%,590,Goethals,No,Low
4/6/2025,3:00,Sunday,446,20,4.29%,466,Goethals,No,Low
4/6/2025,1:00,Sunday,696,33,4.53%,729,Lincoln,No,Low
4/6/2025,5:00,Sunday,821,36,4.20%,857,Holland,No,Low
4/6/2025,15:00,Sunday,710,31,4.18%,741,Bayonne,Yes,Low
4/6/2025,2:00,Sunday,779,39,4.77%,818,Holland,No,Low
4/6/2025,5:00,Sunday,677,32,4.51%,709,Lincoln,No,Low
4/6/2025,14:00,Sunday,663,17,2.50%,680,Bayonne,Yes,Low
4/6/2025,5:00,Sunday,751,35,4.45%,786,GWB,No,Low
4/6/2025,1:00,Sunday,561,19,3.28%,580,Outerbridge,No,Low
4/6/2025,6:00,Sunday,589,16,2.64%,605,Outerbridge,No,Low
4/6/2025,4:00,Sunday,447,20,4.28%,467,Goethals,No,Low
4/6/2025,13:00,Sunday,551,22,3.84%,573,Bayonne,Yes,Low
4/6/2025,3:00,Sunday,659,32,4.63%,691,Holland,No,Low
4/6/2025,2:00,Sunday,576,27,4.48%,603,Lincoln,No,Low
4/6/2025,4:00,Sunday,637,38,5.63%,675,Holland,No,Low
4/6/2025,5:00,Sunday,416,22,5.02%,438,Outerbridge,No,Low
4/6/2025,4:00,Sunday,483,15,3.01%,498,Lincoln,No,Low
4/6/2025,12:00,Sunday,489,16,3.17%,505,Bayonne,Yes,Low
4/6/2025,2:00,Sunday,390,12,2.99%,402,Outerbridge,No,Low
4/6/2025,3:00,Sunday,481,25,4.94%,506,Lincoln,No,Low
4/6/2025,2:00,Sunday,562,33,5.55%,595,GWB,No,Low
4/6/2025,11:00,Sunday,459,14,2.96%,473,Bayonne,Yes,Low
4/6/2025,19:00,Sunday,412,19,4.41%,431,Bayonne,Yes,Low
4/6/2025,4:00,Sunday,254,11,4.15%,265,Outerbridge,No,Low
4/6/2025,4:00,Sunday,470,23,4.67%,493,GWB,No,Low
4/6/2025,20:00,Sunday,363,16,4.22%,379,Bayonne,Yes,Low
4/6/2025,3:00,Sunday,427,33,7.17%,460,GWB,No,Low
4/6/2025,9:00,Sunday,379,16,4.05%,395,Bayonne,No,Low
4/6/2025,10:00,Sunday,378,16,4.06%,394,Bayonne,No,Low
4/6/2025,3:00,Sunday,217,6,2.69%,223,Outerbridge,No,Low
4/6/2025,21:00,Sunday,293,15,4.87%,308,Bayonne,Yes,Low
4/6/2025,8:00,Sunday,283,9,3.08%,292,Bayonne,No,Low
4/6/2025,22:00,Sunday,260,15,5.45%,275,Bayonne,No,Low
4/6/2025,7:00,Sunday,210,8,3.67%,218,Bayonne,No,Low
4/6/2025,0:00,Sunday,201,9,4.29%,210,Bayonne,No,Low
4/6/2025,23:00,Sunday,160,9,5.33%,169,Bayonne,No,Low
4/6/2025,6:00,Sunday,141,13,8.44%,154,Bayonne,No,Low
4/6/2025,2:00,Sunday,96,3,3.03%,99,Bayonne,No,Low
4/6/2025,1:00,Sunday,115,6,4.96%,121,Bayonne,No,Low
4/6/2025,5:00,Sunday,87,6,6.45%,93,Bayonne,No,Low
4/6/2025,3:00,Sunday,84,5,5.62%,89,Bayonne,No,Low
4/6/2025,4:00,Sunday,62,1,1.59%,63,Bayonne,No,Low
4/7/2025,6:00,Monday,4704,166,3.41%,4870,GWB,Yes,High
4/7/2025,5:00,Monday,3356,109,3.15%,3465,GWB,No,High
4/7/2025,7:00,Monday,4654,190,3.92%,4844,GWB,Yes,High
4/7/2025,9:00,Monday,3912,134,3.31%,4046,GWB,Yes,High
4/7/2025,11:00,Monday,3122,121,3.73%,3243,GWB,No,High
4/7/2025,8:00,Monday,3350,112,3.24%,3462,GWB,Yes,High
4/7/2025,18:00,Monday,3674,174,4.52%,3848,GWB,Yes,High
4/7/2025,10:00,Monday,3196,88,2.68%,3284,GWB,Yes,High
4/7/2025,4:00,Monday,1594,60,3.63%,1654,GWB,No,High
4/7/2025,16:00,Monday,3717,152,3.93%,3869,GWB,Yes,High
4/7/2025,6:00,Monday,4261,123,2.81%,4384,Lincoln,Yes,High
4/7/2025,17:00,Monday,3826,150,3.77%,3976,GWB,Yes,High
4/7/2025,14:00,Monday,3353,134,3.84%,3487,GWB,No,High
4/7/2025,12:00,Monday,3108,130,4.01%,3238,GWB,No,High
4/7/2025,7:00,Monday,4355,129,2.88%,4484,Lincoln,Yes,High
4/7/2025,19:00,Monday,2883,100,3.35%,2983,GWB,Yes,High
4/7/2025,15:00,Monday,3283,113,3.33%,3396,GWB,No,High
4/7/2025,13:00,Monday,2985,111,3.59%,3096,GWB,No,High
4/7/2025,8:00,Monday,3971,110,2.70%,4081,Lincoln,Yes,High
4/7/2025,20:00,Monday,2332,118,4.82%,2450,GWB,Yes,High
4/7/2025,6:00,Monday,4382,188,4.11%,4570,GWB,Yes,High
4/7/2025,6:00,Monday,2887,115,3.83%,3002,Goethals,Yes,High
4/7/2025,9:00,Monday,3556,115,3.13%,3671,Lincoln,Yes,High
4/7/2025,21:00,Monday,2092,92,4.21%,2184,GWB,No,High
4/7/2025,7:00,Monday,2618,126,4.59%,2744,Goethals,Yes,High
4/7/2025,9:00,Monday,2621,84,3.11%,2705,Goethals,Yes,High
4/7/2025,10:00,Monday,2374,95,3.85%,2469,Goethals,Yes,High
4/7/2025,8:00,Monday,2565,104,3.90%,2669,Goethals,Yes,High
4/7/2025,3:00,Monday,988,47,4.54%,1035,GWB,No,High
4/7/2025,7:00,Monday,3682,195,5.03%,3877,GWB,Yes,High
4/7/2025,10:00,Monday,2887,99,3.32%,2986,Lincoln,Yes,High
4/7/2025,22:00,Monday,1578,69,4.19%,1647,GWB,No,High
4/7/2025,23:00,Monday,1461,67,4.38%,1528,GWB,No,High
4/7/2025,8:00,Monday,3407,167,4.67%,3574,GWB,Yes,High
4/7/2025,5:00,Monday,2497,67,2.61%,2564,Lincoln,No,High
4/7/2025,9:00,Monday,3348,149,4.26%,3497,GWB,Yes,High
4/7/2025,18:00,Monday,2950,83,2.74%,3033,Goethals,Yes,High
4/7/2025,10:00,Monday,3276,154,4.49%,3430,GWB,Yes,High
4/7/2025,6:00,Monday,2870,70,2.38%,2940,Outerbridge,Yes,High
4/7/2025,17:00,Monday,2867,105,3.53%,2972,Goethals,Yes,High
4/7/2025,5:00,Monday,3795,118,3.02%,3913,GWB,No,High
4/7/2025,16:00,Monday,2640,92,3.37%,2732,Goethals,Yes,High
4/7/2025,5:00,Monday,2018,74,3.54%,2092,Goethals,No,High
4/7/2025,13:00,Monday,2348,82,3.37%,2430,Goethals,No,High
4/7/2025,11:00,Monday,2103,70,3.22%,2173,Goethals,No,High
4/7/2025,12:00,Monday,2176,76,3.37%,2252,Goethals,No,High
4/7/2025,7:00,Monday,2648,77,2.83%,2725,Outerbridge,Yes,High
4/7/2025,18:00,Monday,2986,140,4.48%,3126,GWB,Yes,High
4/7/2025,2:00,Monday,864,44,4.85%,908,GWB,No,High
4/7/2025,14:00,Monday,2306,97,4.04%,2403,Goethals,No,High
4/7/2025,0:00,Monday,1540,88,5.41%,1628,GWB,No,High
4/7/2025,17:00,Monday,2903,120,3.97%,3023,GWB,Yes,High
4/7/2025,6:00,Monday,2608,108,3.98%,2716,Holland,Yes,High
4/7/2025,14:00,Monday,3304,138,4.01%,3442,GWB,No,High
4/7/2025,11:00,Monday,3296,152,4.41%,3448,GWB,No,High
4/7/2025,7:00,Monday,2402,133,5.25%,2535,Holland,Yes,High
4/7/2025,15:00,Monday,2385,86,3.48%,2471,Goethals,No,High
4/7/2025,16:00,Monday,2702,136,4.79%,2838,GWB,Yes,High
4/7/2025,13:00,Monday,3050,123,3.88%,3173,GWB,No,High
4/7/2025,1:00,Monday,947,52,5.21%,999,GWB,No,Medium
4/7/2025,19:00,Monday,2118,85,3.86%,2203,Goethals,Yes,Medium
4/7/2025,12:00,Monday,2964,129,4.17%,3093,GWB,No,Medium
4/7/2025,15:00,Monday,2947,105,3.44%,3052,GWB,No,Medium
4/7/2025,9:00,Monday,2272,81,3.44%,2353,Holland,Yes,Medium
4/7/2025,5:00,Monday,2179,64,2.85%,2243,Outerbridge,No,Medium
4/7/2025,8:00,Monday,2270,102,4.30%,2372,Holland,Yes,Medium
4/7/2025,11:00,Monday,2210,87,3.79%,2297,Lincoln,No,Medium
4/7/2025,8:00,Monday,2025,48,2.32%,2073,Outerbridge,Yes,Medium
4/7/2025,10:00,Monday,2041,91,4.27%,2132,Holland,Yes,Medium
4/7/2025,10:00,Monday,1813,40,2.16%,1853,Outerbridge,Yes,Medium
4/7/2025,20:00,Monday,2245,126,5.31%,2371,GWB,Yes,Medium
4/7/2025,18:00,Monday,2045,66,3.13%,2111,Outerbridge,Yes,Medium
4/7/2025,20:00,Monday,1740,62,3.44%,1802,Goethals,Yes,Medium
4/7/2025,9:00,Monday,1865,57,2.97%,1922,Outerbridge,Yes,Medium
4/7/2025,19:00,Monday,2199,122,5.26%,2321,GWB,Yes,Medium
4/7/2025,17:00,Monday,2087,52,2.43%,2139,Outerbridge,Yes,Medium
4/7/2025,16:00,Monday,1938,51,2.56%,1989,Outerbridge,Yes,Medium
4/7/2025,16:00,Monday,1840,54,2.85%,1894,Lincoln,Yes,Medium
4/7/2025,5:00,Monday,2007,80,3.83%,2087,Holland,No,Medium
4/7/2025,18:00,Monday,1834,58,3.07%,1892,Lincoln,Yes,Medium
4/7/2025,12:00,Monday,1958,69,3.40%,2027,Lincoln,No,Medium
4/7/2025,17:00,Monday,1962,86,4.20%,2048,Holland,Yes,Medium
4/7/2025,11:00,Monday,1723,69,3.85%,1792,Outerbridge,No,Medium
4/7/2025,12:00,Monday,1695,44,2.53%,1739,Outerbridge,No,Medium
4/7/2025,14:00,Monday,1870,86,4.40%,1956,Lincoln,No,Medium
4/7/2025,16:00,Monday,1758,75,4.09%,1833,Holland,Yes,Medium
4/7/2025,17:00,Monday,1660,54,3.15%,1714,Lincoln,Yes,Medium
4/7/2025,18:00,Monday,1799,74,3.95%,1873,Holland,Yes,Medium
4/7/2025,13:00,Monday,1785,71,3.83%,1856,Lincoln,No,Medium
4/7/2025,15:00,Monday,1835,67,3.52%,1902,Lincoln,No,Medium
4/7/2025,4:00,Monday,850,30,3.41%,880,Goethals,No,Medium
4/7/2025,13:00,Monday,1659,59,3.43%,1718,Outerbridge,No,Medium
4/7/2025,21:00,Monday,1436,55,3.69%,1491,Goethals,No,Medium
4/7/2025,15:00,Monday,1743,23,1.30%,1766,Outerbridge,No,Medium
4/7/2025,19:00,Monday,1569,60,3.68%,1629,Lincoln,Yes,Medium
4/7/2025,14:00,Monday,1655,43,2.53%,1698,Outerbridge,No,Medium
4/7/2025,21:00,Monday,1947,94,4.61%,2041,GWB,No,Medium
4/7/2025,19:00,Monday,1527,32,2.05%,1559,Outerbridge,Yes,Medium
4/7/2025,11:00,Monday,1718,82,4.56%,1800,Holland,No,Medium
4/7/2025,12:00,Monday,1684,81,4.59%,1765,Holland,No,Medium
4/7/2025,14:00,Monday,1728,76,4.21%,1804,Holland,No,Medium
4/7/2025,20:00,Monday,1342,73,5.16%,1415,Lincoln,Yes,Medium
4/7/2025,4:00,Monday,1052,28,2.59%,1080,Lincoln,No,Medium
4/7/2025,22:00,Monday,1268,56,4.23%,1324,Goethals,No,Medium
4/7/2025,19:00,Monday,1507,68,4.32%,1575,Holland,Yes,Medium
4/7/2025,15:00,Monday,1706,79,4.43%,1785,Holland,No,Medium
4/7/2025,13:00,Monday,1641,78,4.54%,1719,Holland,No,Medium
4/7/2025,21:00,Monday,1449,63,4.17%,1512,Lincoln,No,Medium
4/7/2025,20:00,Monday,1327,28,2.07%,1355,Outerbridge,Yes,Medium
4/7/2025,4:00,Monday,910,20,2.15%,930,Outerbridge,No,Medium
4/7/2025,20:00,Monday,1404,65,4.42%,1469,Holland,Yes,Medium
4/7/2025,23:00,Monday,895,38,4.07%,933,Goethals,No,Medium
4/7/2025,21:00,Monday,1493,70,4.48%,1563,Holland,No,Medium
4/7/2025,22:00,Monday,1244,65,4.97%,1309,Lincoln,No,Medium
4/7/2025,22:00,Monday,1484,78,4.99%,1562,GWB,No,Low
4/7/2025,0:00,Monday,925,45,4.64%,970,Goethals,No,Low
4/7/2025,21:00,Monday,1037,29,2.72%,1066,Outerbridge,No,Low
4/7/2025,3:00,Monday,441,17,3.71%,458,Goethals,No,Low
4/7/2025,22:00,Monday,1264,77,5.74%,1341,Holland,No,Low
4/7/2025,17:00,Monday,981,20,2.00%,1001,Bayonne,Yes,Low
4/7/2025,22:00,Monday,831,23,2.69%,854,Outerbridge,No,Low
4/7/2025,23:00,Monday,971,44,4.33%,1015,Lincoln,No,Low
4/7/2025,4:00,Monday,1173,61,4.94%,1234,GWB,No,Low
4/7/2025,1:00,Monday,563,29,4.90%,592,Goethals,No,Low
4/7/2025,16:00,Monday,858,22,2.50%,880,Bayonne,Yes,Low
4/7/2025,2:00,Monday,408,24,5.56%,432,Goethals,No,Low
4/7/2025,4:00,Monday,841,33,3.78%,874,Holland,No,Low
4/7/2025,23:00,Monday,629,19,2.93%,648,Outerbridge,No,Low
4/7/2025,18:00,Monday,707,17,2.35%,724,Bayonne,Yes,Low
4/7/2025,23:00,Monday,865,44,4.84%,909,GWB,No,Low
4/7/2025,9:00,Monday,475,22,4.43%,497,Bayonne,Yes,Low
4/7/2025,8:00,Monday,538,27,4.78%,565,Bayonne,Yes,Low
4/7/2025,3:00,Monday,395,23,5.50%,418,Lincoln,No,Low
4/7/2025,0:00,Monday,706,36,4.85%,742,Lincoln,No,Low
4/7/2025,0:00,Monday,806,55,6.39%,861,GWB,No,Low
4/7/2025,3:00,Monday,351,17,4.62%,368,Outerbridge,No,Low
4/7/2025,7:00,Monday,544,25,4.39%,569,Bayonne,Yes,Low
4/7/2025,15:00,Monday,683,24,3.39%,707,Bayonne,No,Low
4/7/2025,23:00,Monday,705,45,6.00%,750,Holland,No,Low
4/7/2025,6:00,Monday,509,27,5.04%,536,Bayonne,Yes,Low
4/7/2025,10:00,Monday,385,22,5.41%,407,Bayonne,Yes,Low
4/7/2025,0:00,Monday,654,42,6.03%,696,Holland,No,Low
4/7/2025,2:00,Monday,374,18,4.59%,392,Lincoln,No,Low
4/7/2025,1:00,Monday,315,10,3.08%,325,Outerbridge,No,Low
4/7/2025,0:00,Monday,476,13,2.66%,489,Outerbridge,No,Low
4/7/2025,14:00,Monday,518,13,2.45%,531,Bayonne,No,Low
4/7/2025,13:00,Monday,460,15,3.16%,475,Bayonne,No,Low
4/7/2025,1:00,Monday,413,27,6.14%,440,Lincoln,No,Low
4/7/2025,12:00,Monday,416,20,4.59%,436,Bayonne,No,Low
4/7/2025,2:00,Monday,237,10,4.05%,247,Outerbridge,No,Low
4/7/2025,11:00,Monday,387,17,4.21%,404,Bayonne,No,Low
4/7/2025,19:00,Monday,434,18,3.98%,452,Bayonne,Yes,Low
4/7/2025,3:00,Monday,466,26,5.28%,492,GWB,No,Low
4/7/2025,20:00,Monday,369,20,5.14%,389,Bayonne,Yes,Low
4/7/2025,3:00,Monday,338,20,5.59%,358,Holland,No,Low
4/7/2025,1:00,Monday,358,12,3.24%,370,Holland,No,Low
4/7/2025,1:00,Monday,378,25,6.20%,403,GWB,No,Low
4/7/2025,5:00,Monday,243,11,4.33%,254,Bayonne,No,Low
4/7/2025,2:00,Monday,278,15,5.12%,293,Holland,No,Low
4/7/2025,21:00,Monday,294,17,5.47%,311,Bayonne,No,Low
4/7/2025,2:00,Monday,334,25,6.96%,359,GWB,No,Low
4/7/2025,22:00,Monday,206,8,3.74%,214,Bayonne,No,Low
4/7/2025,4:00,Monday,93,6,6.06%,99,Bayonne,No,Low
4/7/2025,23:00,Monday,142,8,5.33%,150,Bayonne,No,Low
4/7/2025,3:00,Monday,50,4,7.41%,54,Bayonne,No,Low
4/7/2025,0:00,Monday,85,9,9.57%,94,Bayonne,No,Low
4/7/2025,1:00,Monday,63,6,8.70%,69,Bayonne,No,Low
4/7/2025,2:00,Monday,53,2,3.64%,55,Bayonne,No,Low
4/8/2025,5:00,Tuesday,3224,109,3.27%,3333,GWB,No,High
4/8/2025,6:00,Tuesday,4030,135,3.24%,4165,GWB,Yes,High
4/8/2025,7:00,Tuesday,4488,168,3.61%,4656,GWB,Yes,High
4/8/2025,8:00,Tuesday,4107,131,3.09%,4238,GWB,Yes,High
4/8/2025,9:00,Tuesday,3947,128,3.14%,4075,GWB,Yes,High
4/8/2025,4:00,Tuesday,1726,70,3.90%,1796,GWB,No,High
4/8/2025,10:00,Tuesday,3119,99,3.08%,3218,GWB,Yes,High
4/8/2025,12:00,Tuesday,2858,93,3.15%,2951,GWB,No,High
4/8/2025,18:00,Tuesday,3635,138,3.66%,3773,GWB,Yes,High
4/8/2025,11:00,Tuesday,3191,116,3.51%,3307,GWB,No,High
4/8/2025,6:00,Tuesday,4326,106,2.39%,4432,Lincoln,Yes,High
4/8/2025,13:00,Tuesday,3617,129,3.44%,3746,GWB,No,High
4/8/2025,17:00,Tuesday,3870,132,3.30%,4002,GWB,Yes,High
4/8/2025,14:00,Tuesday,3589,123,3.31%,3712,GWB,No,High
4/8/2025,19:00,Tuesday,2984,105,3.40%,3089,GWB,Yes,High
4/8/2025,15:00,Tuesday,3604,135,3.61%,3739,GWB,No,High
4/8/2025,16:00,Tuesday,3399,121,3.44%,3520,GWB,Yes,High
4/8/2025,7:00,Tuesday,4021,104,2.52%,4125,Lincoln,Yes,High
4/8/2025,6:00,Tuesday,3051,99,3.14%,3150,Goethals,Yes,High
4/8/2025,3:00,Tuesday,1059,35,3.20%,1094,GWB,No,High
4/8/2025,6:00,Tuesday,4605,173,3.62%,4778,GWB,Yes,High
4/8/2025,20:00,Tuesday,2453,111,4.33%,2564,GWB,Yes,High
4/8/2025,8:00,Tuesday,3646,91,2.44%,3737,Lincoln,Yes,High
4/8/2025,9:00,Tuesday,3549,93,2.55%,3642,Lincoln,Yes,High
4/8/2025,21:00,Tuesday,2305,105,4.36%,2410,GWB,No,High
4/8/2025,7:00,Tuesday,2708,120,4.24%,2828,Goethals,Yes,High
4/8/2025,7:00,Tuesday,4057,199,4.68%,4256,GWB,Yes,High
4/8/2025,10:00,Tuesday,2475,75,2.94%,2550,Goethals,Yes,High
4/8/2025,10:00,Tuesday,3304,78,2.31%,3382,Lincoln,Yes,High
4/8/2025,9:00,Tuesday,3855,157,3.91%,4012,GWB,Yes,High
4/8/2025,9:00,Tuesday,2265,72,3.08%,2337,Goethals,Yes,High
4/8/2025,8:00,Tuesday,2493,100,3.86%,2593,Goethals,Yes,High
4/8/2025,2:00,Tuesday,901,23,2.49%,924,GWB,No,High
4/8/2025,8:00,Tuesday,3670,152,3.98%,3822,GWB,Yes,High
4/8/2025,11:00,Tuesday,2407,52,2.11%,2459,Goethals,No,High
4/8/2025,17:00,Tuesday,3142,94,2.90%,3236,Goethals,Yes,High
4/8/2025,22:00,Tuesday,1777,92,4.92%,1869,GWB,No,High
4/8/2025,5:00,Tuesday,2570,75,2.84%,2645,Lincoln,No,High
4/8/2025,6:00,Tuesday,2959,76,2.50%,3035,Outerbridge,Yes,High
4/8/2025,16:00,Tuesday,2901,80,2.68%,2981,Goethals,Yes,High
4/8/2025,18:00,Tuesday,3001,77,2.50%,3078,Goethals,Yes,High
4/8/2025,5:00,Tuesday,3943,134,3.29%,4077,GWB,No,High
4/8/2025,18:00,Tuesday,3362,130,3.72%,3492,GWB,Yes,High
4/8/2025,23:00,Tuesday,1417,73,4.90%,1490,GWB,No,High
4/8/2025,7:00,Tuesday,2828,64,2.21%,2892,Outerbridge,Yes,High
4/8/2025,12:00,Tuesday,2289,70,2.97%,2359,Goethals,No,High
4/8/2025,16:00,Tuesday,3233,127,3.78%,3360,GWB,Yes,High
4/8/2025,1:00,Tuesday,913,42,4.40%,955,GWB,No,High
4/8/2025,10:00,Tuesday,3172,127,3.85%,3299,GWB,Yes,High
4/8/2025,0:00,Tuesday,1108,72,6.10%,1180,GWB,No,High
4/8/2025,5:00,Tuesday,1947,75,3.71%,2022,Goethals,No,High
4/8/2025,14:00,Tuesday,2423,85,3.39%,2508,Goethals,No,High
4/8/2025,15:00,Tuesday,2577,80,3.01%,2657,Goethals,No,High
4/8/2025,17:00,Tuesday,2967,124,4.01%,3091,GWB,Yes,High
4/8/2025,13:00,Tuesday,2247,80,3.44%,2327,Goethals,No,High
4/8/2025,6:00,Tuesday,2588,98,3.65%,2686,Holland,Yes,High
4/8/2025,12:00,Tuesday,3248,136,4.02%,3384,GWB,No,High
4/8/2025,8:00,Tuesday,2335,51,2.14%,2386,Outerbridge,Yes,High
4/8/2025,11:00,Tuesday,2685,82,2.96%,2767,Lincoln,No,High
4/8/2025,8:00,Tuesday,2391,90,3.63%,2481,Holland,Yes,High
4/8/2025,7:00,Tuesday,2412,109,4.32%,2521,Holland,Yes,High
4/8/2025,9:00,Tuesday,2168,53,2.39%,2221,Outerbridge,Yes,High
4/8/2025,5:00,Tuesday,2189,60,2.67%,2249,Outerbridge,No,Medium
4/8/2025,9:00,Tuesday,2267,76,3.24%,2343,Holland,Yes,Medium
4/8/2025,11:00,Tuesday,2931,105,3.46%,3036,GWB,No,Medium
4/8/2025,19:00,Tuesday,2114,77,3.51%,2191,Goethals,Yes,Medium
4/8/2025,15:00,Tuesday,2889,124,4.12%,3013,GWB,No,Medium
4/8/2025,10:00,Tuesday,1931,35,1.78%,1966,Outerbridge,Yes,Medium
4/8/2025,17:00,Tuesday,2303,59,2.50%,2362,Outerbridge,Yes,Medium
4/8/2025,14:00,Tuesday,2784,118,4.07%,2902,GWB,No,Medium
4/8/2025,19:00,Tuesday,2373,115,4.62%,2488,GWB,Yes,Medium
4/8/2025,18:00,Tuesday,2153,49,2.23%,2202,Outerbridge,Yes,Medium
4/8/2025,16:00,Tuesday,2072,42,1.99%,2114,Outerbridge,Yes,Medium
4/8/2025,10:00,Tuesday,2043,64,3.04%,2107,Holland,Yes,Medium
4/8/2025,20:00,Tuesday,2271,117,4.90%,2388,GWB,Yes,Medium
4/8/2025,12:00,Tuesday,2155,70,3.15%,2225,Lincoln,No,Medium
4/8/2025,18:00,Tuesday,2014,52,2.52%,2066,Lincoln,Yes,Medium
4/8/2025,13:00,Tuesday,2466,96,3.75%,2562,GWB,No,Medium
4/8/2025,11:00,Tuesday,1843,42,2.23%,1885,Outerbridge,No,Medium
4/8/2025,17:00,Tuesday,2062,64,3.01%,2126,Holland,Yes,Medium
4/8/2025,20:00,Tuesday,1695,77,4.35%,1772,Goethals,Yes,Medium
4/8/2025,16:00,Tuesday,1884,31,1.62%,1915,Lincoln,Yes,Medium
